userId,gender,nat,city,state,postcode,eloRating,ranking
198,female,BR,belém,alagoas,37905,-600,147
199,female,AU,melbourne,northern territory,2819,-934,163
200,female,IE,wexford,leitrim,78642,0,102
201,female,FI,kumlinge,lapland,17412,-267,125
202,male,IE,letterkenny,cavan,79193,600,61
203,male,AU,adelaide,queensland,2893,100,95
204,female,AU,sunshine coast,northern territory,7440,-134,114
205,female,CH,aclens,basel-stadt,5153,-458,137
206,male,IE,carrigtwohill,monaghan,58490,-1200,175
207,female,DK,hornbæk,sjælland,14418,800,48
208,female,GB,chichester,herefordshire,YB3W 7WJ,533,65
209,female,NZ,rotorua,manawatu-wanganui,91111,-400,134
210,male,TR,zonguldak,rize,58364,-100,111
211,female,FI,puolanka,pirkanmaa,13273,-134,114
212,female,AU,warrnambool,tasmania,2643,150,91
213,female,AU,toowoomba,australian capital territory,8873,400,71
214,male,IE,tramore,dún laoghaire–rathdown,46467,-400,134
215,female,DE,holzminden,sachsen-anhalt,32705,-160,117
216,female,TR,nevşehir,zonguldak,91333,-400,134
217,female,BR,umuarama,roraima,31589,200,87
218,female,TR,adıyaman,karaman,28635,-534,143
219,female,NL,tilburg,friesland,64613,-229,122
220,female,DK,sundby/erslev,sjælland,11341,0,102
221,male,GB,edinburgh,northamptonshire,Y19 4FJ,640,59
222,female,IE,sligo,limerick,72780,0,102
223,male,FI,pyhäranta,northern savonia,50661,266,81
224,male,FR,amiens,tarn,80608,240,84
225,male,AU,albany,northern territory,1610,0,102
226,female,GB,oxford,dorset,I4E 3NB,400,71
227,male,NZ,timaru,west coast,13056,1040,36
228,female,GB,bristol,borders,XP5 4FE,-200,120
229,female,BR,itaguaí,paraíba,24860,-1200,175
230,male,AU,townsville,australian capital territory,1998,-400,134
231,female,CA,borden,québec,61922,-200,120
232,male,US,palmdale,colorado,70174,-160,117
233,female,TR,kilis,zonguldak,22064,200,87
234,female,BR,florianópolis,paraíba,30201,1200,30
235,female,TR,sinop,eskişehir,62970,0,102
236,female,NL,maassluis,noord-brabant,70134,600,61
237,male,IR,همدان,سیستان و بلوچستان,72391,160,90
238,female,NL,noordwijkerhout,friesland,28060,133,92
239,female,IR,بوشهر,خراسان رضوی,30567,-240,123
240,male,NL,winterswijk,friesland,75911,400,71
241,female,CA,radisson,nova scotia,67507,-100,111
242,female,CA,campbellton,ontario,58491,-200,120
243,male,FR,aix-en-provence,creuse,85192,0,102
244,female,ES,orihuela,galicia,97631,933,42
245,female,TR,konya,edirne,57444,-800,158
246,male,IE,dundalk,leitrim,61892,200,87
247,female,TR,bartın,adıyaman,53783,-400,134
248,female,DE,dillingen a.d. donau,saarland,29425,-534,143
249,female,ES,orihuela,región de murcia,80408,-400,134
250,female,FR,tourcoing,dordogne,81689,0,102
251,male,IR,بابل,کرمان,21311,0,102
252,female,IR,قم,تهران,30263,0,102
253,male,NZ,tauranga,waikato,87165,-200,120
254,female,CH,aclens,aargau,5907,-400,134
255,male,IE,galway,mayo,41937,450,70
256,female,FI,saarijärvi,south karelia,58563,400,71
257,female,FI,ristijärvi,central finland,26043,200,87
258,female,AU,brisbane,northern territory,7455,-400,134
259,female,FR,pau,paris,40605,333,75
260,male,IR,زاهدان,یزد,40221,600,61
261,female,BR,joinville,paraná,41342,-80,109
262,female,DK,gjern,nordjylland,81294,1600,20
263,male,CA,chelsea,ontario,33392,-800,158
264,male,DK,oure,sjælland,49743,800,48
265,female,AU,geraldton,australian capital territory,2415,800,48
266,male,FI,kempele,kainuu,31571,0,102
267,male,FR,versailles,deux-sèvres,92794,-400,134
268,female,IE,kells,sligo,80122,-400,134
269,female,CH,chavannes-près-renens,st. gallen,3027,320,76
270,female,FI,karvia,north karelia,27317,-1500,187
271,female,US,washington,indiana,10994,355,72
272,female,FI,kiikoinen,kymenlaakso,79073,-80,109
273,male,ES,madrid,castilla la mancha,58394,400,71
274,female,GB,swansea,herefordshire,T6 3YY,466,68
275,female,DK,århus c.,syddanmark,48721,-134,114
276,female,GB,exeter,berkshire,M0H 5RX,-200,120
277,male,FR,aulnay-sous-bois,la réunion,64323,400,71
278,male,TR,İstanbul,erzurum,62377,-534,143
279,male,CA,enterprise,prince edward island,38495,-934,163
280,male,FI,reisjärvi,central ostrobothnia,56733,400,71
281,male,NZ,whanganui,otago,23246,-667,151
282,female,GB,bath,cheshire,XX65 4UA,2000,13
283,female,BR,muriaé,rondônia,87987,800,48
284,male,IE,swords,fingal,50202,-134,114
285,male,IR,زنجان,مرکزی,81509,100,95
286,female,ES,torrente,asturias,74838,-134,114
287,female,IR,تهران,سیستان و بلوچستان,56699,-400,134
288,female,GB,oxford,county down,AY73 8SY,100,95
289,male,CA,chatham,prince edward island,84832,-480,139
290,female,ES,pamplona,asturias,93218,-240,123
291,male,TR,kahramanmaraş,burdur,48024,114,94
292,male,ES,bilbao,comunidad valenciana,17433,560,63
293,female,GB,stirling,buckinghamshire,SP7 4DH,-400,134
294,female,US,columbia,north carolina,91607,-400,134
295,female,NL,hardinxveld-giessendam,drenthe,28731,0,102
296,male,CA,belmont,northwest territories,83208,-160,117
297,female,ES,elche,aragón,10911,0,102
298,male,GB,wakefield,devon,NE8 8XP,-200,120
299,female,CH,romanel-sur-morges,uri,8003,-900,161
300,male,GB,oxford,warwickshire,B4 1PA,-800,158
301,male,DK,snertinge,hovedstaden,45459,-200,120
302,male,BR,atibaia,rio grande do norte,69771,-67,107
303,female,IE,cavan,cork,40968,100,95
304,female,GB,dundee,hampshire,M9Z 6HQ,-240,123
305,male,TR,şanlıurfa,kütahya,19122,-600,147
306,female,FI,tampere,central finland,85633,-400,134
307,female,DE,güstrow,sachsen-anhalt,90511,-229,122
308,female,IR,گلستان,خوزستان,29637,-200,120
309,female,NZ,auckland,canterbury,49208,-400,134
310,male,IE,athlone,galway city,89189,200,87
311,male,IE,kilkenny,wicklow,31926,0,102
312,male,US,lafayette,california,54407,800,48
313,male,CH,pampigny,valais,2703,200,87
314,female,DK,nykøbing sj.,syddanmark,43548,0,102
315,female,NL,naarden,noord-brabant,91789,0,102
316,female,FI,kauniainen,southern savonia,61763,,
317,male,US,berkeley,georgia,25358,-400,134
318,female,IE,navan,cavan,68250,-150,116
319,female,BR,vitória,roraima,86847,400,71
320,female,FR,saint-pierre,meuse,88285,-534,143
321,female,TR,adıyaman,bilecik,43582,0,102
322,male,CH,le mont-sur-lausanne,basel-landschaft,9240,-800,158
323,female,BR,rio verde,paraíba,44639,-800,158
324,male,DK,branderup j,nordjylland,51001,1680,18
325,male,IE,oranmore,galway city,49732,1333,25
326,male,AU,hobart,tasmania,5047,533,65
327,male,TR,aydın,muğla,94191,-300,127
328,female,US,south valley,hawaii,54605,200,87
329,male,NL,waalre,flevoland,89231,-720,155
330,female,CA,tecumseh,northwest territories,59260,266,81
331,male,TR,giresun,ardahan,43028,0,102
332,female,US,charleston,south dakota,25556,-700,154
333,male,IE,roscommon,kildare,85176,500,66
334,female,TR,trabzon,karabük,43727,533,65
335,female,GB,winchester,tyne and wear,UW7 8UZ,-200,120
336,female,NZ,nelson,west coast,36839,400,71
337,male,FI,loimaa,northern savonia,98064,320,76
338,male,IR,آمل,کرمانشاه,85408,-134,114
339,male,US,elizabeth,missouri,54483,-150,116
340,female,FI,kemijärvi,ostrobothnia,47135,-400,134
341,male,IE,portmarnock,dún laoghaire–rathdown,49822,-534,143
342,male,FI,rääkkylä,southern ostrobothnia,90201,-1600,191
343,male,CH,berolle,appenzell ausserrhoden,5497,1733,17
344,female,DE,esslingen,baden-württemberg,77854,0,102
345,female,DE,aichach-friedberg,niedersachsen,25136,-300,127
346,male,US,savannah,tennessee,37510,-600,147
347,male,DE,northeim,berlin,77594,-800,158
348,female,DK,argerskov,nordjylland,83397,0,102
349,male,NZ,gisborne,auckland,91725,300,78
350,female,IE,cork,wicklow,79379,-134,114
351,male,CA,new glasgow,newfoundland and labrador,74023,57,99
352,female,DK,noerre alslev,danmark,32042,266,81
353,female,US,san jose,texas,45153,-800,158
354,male,DK,noerre alslev,danmark,86905,-134,114
355,male,FR,dunkerque,pyrénées-orientales,92792,0,102
356,male,FR,aix-en-provence,côte-d'or,14629,-600,147
357,female,GB,plymouth,dyfed,WO5T 5SP,-400,134
358,female,IR,زاهدان,مازندران,33643,720,53
359,female,CA,woodstock,alberta,94679,,
360,male,IE,tullow,fingal,74375,-400,134
361,female,FI,valkeakoski,pirkanmaa,27325,666,56
362,female,FR,courbevoie,seine-saint-denis,19203,0,102
363,female,ES,torrente,región de murcia,97586,200,87
364,male,FI,soini,central finland,73170,-400,134
365,male,ES,parla,país vasco,21139,0,102
366,female,NL,almere,zuid-holland,53789,200,87
367,male,DK,horsens,hovedstaden,43463,320,76
368,female,FR,dunkerque,jura,26500,400,71
369,male,FI,huittinen,satakunta,62160,533,65
370,female,NL,bronckhorst,flevoland,88233,-80,109
371,male,FR,nîmes,pyrénées-orientales,24342,533,65
372,female,IE,kilkenny,laois,59921,-600,147
373,male,TR,kastamonu,çanakkale,49973,320,76
374,female,TR,bitlis,uşak,79610,-80,109
375,male,US,las cruces,arizona,51293,1000,38
376,female,ES,hospitalet de llobregat,asturias,69246,-1200,175
377,male,NL,heumen,noord-holland,97325,285,79
378,female,CH,peney-le-jorat,thurgau,5165,-134,114
379,female,IE,portarlington,wicklow,28640,-534,143
380,male,US,cleveland,kentucky,10026,200,87
381,female,AU,mackay,australian capital territory,1370,-240,123
382,female,FR,créteil,côte-d'or,62127,-1000,166
383,male,BR,santa bárbara d'oeste,pernambuco,44108,533,65
384,male,CH,mézières vd,basel-stadt,7071,450,70
385,male,FR,tours,nord,65343,-800,158
386,female,DK,amager,syddanmark,59857,200,87
387,female,US,roseburg,kentucky,51221,480,67
388,male,DE,braunschweig,sachsen-anhalt,28268,,
389,female,GB,hereford,shropshire,D98 5BL,1000,38
390,male,US,gainesville,georgia,12434,-667,151
391,female,DE,dingolfing-landau,sachsen-anhalt,32069,-400,134
392,male,ES,santander,andalucía,96528,0,102
393,female,IE,mullingar,sligo,52474,228,85
394,female,CH,savigny,schwyz,5417,-115,112
395,female,FR,nîmes,charente,42912,200,87
396,female,CH,bussy-chardonney,zürich,1511,0,102
397,male,US,cape coral,oregon,87895,0,102
398,female,FR,rueil-malmaison,alpes-maritimes,68418,266,81
399,male,BR,fortaleza,ceará,63339,100,95
400,female,DE,prignitz,sachsen,43445,-1200,175
401,male,FI,taivalkoski,åland,28682,100,95
402,female,DK,agerbæk,syddanmark,82917,171,89
403,male,DE,parchim,berlin,53527,-300,127
404,male,TR,mersin,kırklareli,91859,200,87
405,male,ES,valencia,castilla la mancha,75829,-1067,169
406,male,TR,samsun,kırıkkale,40091,0,102
407,female,DE,würzburg,berlin,68534,133,92
408,male,DK,argerskov,hovedstaden,23979,-560,144
409,male,US,tacoma,iowa,80789,-800,158
410,female,AU,maitland,victoria,5631,-300,127
411,male,BR,ribeirão pires,amapá,65010,-178,119
412,male,GB,exeter,county londonderry,A4 8GA,-267,125
413,male,BR,pouso alegre,pará,93822,400,71
414,female,FI,sysmä,kainuu,90719,250,83
415,female,GB,manchester,merseyside,K64 9LE,133,92
416,male,TR,adana,bayburt,21890,900,44
417,male,NZ,greymouth,canterbury,44933,-1000,166
418,male,GB,edinburgh,cleveland,NA66 6TZ,666,56
419,male,DE,düren,sachsen-anhalt,13577,-400,134
420,female,DK,juelsminde,syddanmark,79992,0,102
421,male,DE,frankfurt (oder),bayern,26102,-267,125
422,male,TR,yozgat,yalova,14100,-160,117
423,male,DK,overby lyng,sjælland,16271,0,102
424,male,FR,versailles,rhône,76713,-334,130
425,female,FR,clermont-ferrand,rhône,66433,-400,134
426,female,DK,aarhus n,danmark,92294,-1300,179
427,male,IE,kilcoole,dún laoghaire–rathdown,58815,100,95
428,female,BR,canoas,santa catarina,98619,240,84
429,female,IR,شیراز,آذربایجان شرقی,80025,-134,114
430,female,ES,valladolid,comunidad de madrid,85175,333,75
431,male,IR,سنندج,البرز,74399,300,78
432,male,ES,las palmas de gran canaria,galicia,10216,-467,138
433,male,DK,hornbæk,midtjylland,92863,0,102
434,male,NL,hellendoorn,zuid-holland,30131,100,95
435,male,US,ventura,rhode island,34837,200,87
436,female,ES,lorca,cantabria,30160,200,87
437,male,US,elgin,delaware,42959,-600,147
438,male,ES,granada,ceuta,14661,,
439,male,IE,wicklow,offaly,35252,-200,120
440,male,DK,jerslev sj,nordjylland,79686,0,102
441,male,CA,stratford,alberta,90406,-400,134
442,female,IE,ratoath,limerick,62350,-800,158
443,female,IE,dublin,offaly,33838,0,102
444,male,GB,wakefield,suffolk,L29 0EQ,-934,163
445,female,NZ,palmerston north,wellington,47414,-500,141
446,male,CH,mollens vd,zürich,2797,160,90
447,male,AU,albany,queensland,2671,133,92
448,female,BR,botucatu,rio grande do sul,10954,720,53
449,male,BR,são luís,santa catarina,96291,200,87
450,female,ES,guadalajara,cantabria,79224,-534,143
451,male,DK,hurup thy,sjælland,57908,266,81
452,male,FI,kumlinge,southern savonia,63535,-267,125
453,male,FR,clermont-ferrand,sarthe,28562,400,71
454,male,AU,nowra,western australia,8977,0,102
455,female,FI,pudasjärvi,kainuu,70930,0,102
456,female,AU,perth,south australia,3270,0,102
457,female,NL,bellingwedde,limburg,56215,100,95
458,female,NZ,timaru,canterbury,33420,-267,125
459,female,IE,carrigtwohill,kildare,59557,300,78
460,male,FI,haapajärvi,åland,65075,-1200,175
461,male,DK,randers nø,syddanmark,75836,-1520,188
462,male,US,sterling heights,north dakota,31835,133,92
463,male,NL,zuidhorn,noord-brabant,32385,560,63
464,male,IR,تهران,البرز,41354,333,75
465,female,US,long beach,delaware,33702,-1200,175
466,male,CA,beaumont,nova scotia,94794,-80,109
467,male,DE,kiel,sachsen-anhalt,85826,600,61
468,male,FI,sulkava,pirkanmaa,34518,-800,158
469,male,CA,melbourne,québec,81822,-134,114
470,male,CH,riex,ticino,1363,200,87
471,male,ES,lugo,país vasco,15617,285,79
472,male,CH,pully,bern,5238,0,102
473,male,IE,kinsealy-drinan,louth,31260,300,78
474,male,IR,ورامین,قم,16256,-1334,181
475,male,AU,mackay,south australia,1408,-200,120
476,female,IR,قم,فارس,82474,-534,143
477,male,CA,alma,ontario,60976,240,84
478,male,US,tampa,hawaii,95441,160,90
479,male,CH,morges 2,thurgau,3565,-500,141
480,female,DE,müritz,baden-württemberg,97901,200,87
481,male,DK,ryslinge,midtjylland,91624,-1840,196
482,female,US,norwalk,kentucky,76402,571,62
483,male,US,ennis,maryland,91077,133,92
484,female,GB,liverpool,clwyd,SV2 4JJ,-58,106
485,male,TR,mardin,bolu,94038,0,102
486,female,IE,enniscorthy,kildare,61495,0,102
487,female,ES,albacete,ceuta,60636,-800,158
488,male,CA,dorchester,alberta,14715,-267,125
489,female,CH,crissier,ticino,4901,133,92
490,male,GB,lincoln,cambridgeshire,EZ6 8YX,1200,30
491,male,IE,skerries,dún laoghaire–rathdown,50560,-134,114
492,male,AU,albury,australian capital territory,3762,114,94
493,female,TR,çorum,ağrı,72418,-200,120
494,female,NL,wijchen,limburg,36348,240,84
495,male,NZ,christchurch,otago,33950,1066,34
496,female,DE,ahrweiler,mecklenburg-vorpommern,78974,400,71
497,female,DE,rostock,schleswig-holstein,28125,400,71
498,male,NZ,whangarei,manawatu-wanganui,53327,200,87
499,female,NZ,new plymouth,auckland,19888,200,87
500,male,CA,elgin,northwest territories,72169,-667,151
501,male,CH,villars-le-terroir,luzern,9639,0,102
502,male,CA,winfield,new brunswick,10448,-134,114
503,male,FI,jyväskylä,southern ostrobothnia,33910,0,102
504,male,IE,galway,cork,72880,400,71
505,male,AU,darwin,queensland,8416,-200,120
506,male,US,madison,connecticut,17067,-800,158
507,female,TR,bursa,mardin,82563,133,92
508,female,CA,winfield,saskatchewan,90119,500,66
509,female,DE,göppingen,baden-württemberg,50730,-400,134
510,male,FR,reims,allier,33952,133,92
511,male,US,vancouver,west virginia,43680,0,102
512,female,DE,neu-ulm,thüringen,58492,-200,120
513,female,ES,granada,castilla la mancha,78967,50,100
514,male,FI,raahe,ostrobothnia,16604,-1000,166
515,male,AU,brisbane,queensland,9628,133,92
516,female,BR,birigüi,amazonas,42308,-734,156
517,female,IE,cavan,fingal,87308,-1067,169
518,male,CH,st-barthélemy vd,nidwalden,5185,-200,120
519,male,DE,anhalt-bitterfeld,baden-württemberg,59647,-450,136
520,male,AU,bathurst,tasmania,2355,,
521,male,IE,westport,dún laoghaire–rathdown,13185,400,71
522,female,NZ,porirua,taranaki,34469,285,79
523,female,IE,tipperary,wicklow,25903,400,71
524,female,FR,aulnay-sous-bois,ardennes,84297,1200,30
525,female,US,edgewood,rhode island,94628,880,45
526,male,FR,le mans,haute-corse,97023,-58,106
527,male,NL,almere,limburg,31816,300,78
528,female,IR,آمل,بوشهر,46770,-400,134
529,male,GB,wells,cheshire,C17 2AF,-320,129
530,female,CA,red rock,nova scotia,41115,-134,114
531,female,US,aurora,georgia,28618,133,92
532,female,NZ,timaru,west coast,59420,-67,107
533,male,FI,pertunmaa,tavastia proper,12619,400,71
534,female,ES,madrid,comunidad de madrid,18939,1266,28
535,female,DE,traunstein,nordrhein-westfalen,95091,240,84
536,female,BR,caruaru,paraná,63061,400,71
537,male,FI,rääkkylä,ostrobothnia,66356,133,92
538,female,IE,rush,cavan,82442,200,87
539,female,DK,lundby,midtjylland,87390,-578,146
540,male,DE,cochem-zell,niedersachsen,84912,-1258,176
541,female,NZ,timaru,wellington,61935,-80,109
542,male,IR,اصفهان,مازندران,30997,-880,160
543,male,FR,paris,creuse,16847,266,81
